x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,y
0,3.991643,0,0,0,0,0,0,0,0,0,0.665481,0,0,2.32389,0,0,0,0,0,0,4.178375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.620905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.423833,0,0,0,0,0,0,0,0,0,0,0,3
0,1.572531,0,1.041929,0,1.236535,0,0,0,0,0,0,0,2.107531,0,0,0,0,0,0,0,2.609,0,1.855382,0,0,0,0,0,0,0,0,0,0.748327,0,0,0,0.931184,0,0,0,1.596736,0,0,0,0,0,0,0,0,0,0,0,1.935299,0,1.166072,0,0,3.273015,0,0,0,0,0,0,0,0,0,2.737891,0,0,1.665637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613152,0,0,0,0,0,0,0,1.326735,0,3
0,0,0,0,0,0,0,0,0,0,0,1.384647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.440613,0,0,0,6.182589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,3.445287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03329,0,0,0,0,0,0,0,0,0,0,0,0,2.62828,0,0,0,0,0,0,0,0,0,0,0,0,0,1.051607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.562844,0,3.082069,0,3.867909,0,2
0,0,0,0,0,0,0,0,0,0,0,0.769359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.802457,0,2.787215,0.667864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.218321,0,0,0,0,0,0,0,0,0,0,0,2.504507,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,4.722267,0,0,0,0,0,0,0,0,3.769014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.933726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.708288,0,0.632716,0,0.625096,1.725263,0,1.539784,1.25785,0,1.040312,0.36579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311167,0,0,0,0.658752,0.783788,1.150107,0,0,0,0,0,0.886838,0.809704,0,0,0,0,0,0,0,0,0,0,0,0,1.026492,1.905885,0,0,0,0,0.891433,0,0,0,1.238887,0,0,0,0,0,0,1.825054,0,0.880498,0.97881,2.089197,0,1.008492,0,0,0,2.751442,0.612583,0,0,0,1.954867,0,2.257054,0.539757,0,0,0,0,0,0,1.015046,1.167924,0,3
0,0,0,1.149419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.917533,0,1.966907,0,0,0,0,0,0,0,0,0,0,0,1.60193,0,2.28671,1.027249,0,0,0,0,0,0,0,0,0,0,0,0,1.901194,3.001728,0,0,0,1.286369,0,0,0,0,0,0.795851,0,0,0,0,0,1.395994,0,0,0,0,3.624972,0,0,0,0,0,1.263812,0,0,0,1.484984,0,0,0,0,0,0,0,0.676407,0,0,0,0,0,0,0,0,0,0
0,0,0,1.00054,0,1.187415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372129,0,0,0,0,0,0,5.071174,1.119752,0,0,0,0,0,0.549006,0,0,0,0,0,1.215178,0,1.493408,0,0,0,0,0,0.673668,0,0,0,2.728659,1.669165,1.757769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.712144,1
0,0,0,0.705461,0,0,0,0,0,0,0,0,0,0,0.982465,0,0,2.636037,0,0,2.732665,1.114525,1.913364,1.256227,0,0,1.503564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682101,0,0,0,0,0,0,0,0,0,0,1.766481,0,0,2.622711,0,0,0,0,0,0.387093,1.991073,0,0,0,0,0,0,0,0,3.574902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.078426,0,0,0,0,0,0,0,0,0,0,0,0,5.788915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.611735,0,1
0,0,0,0,0,0,0,0,0,3.542019,0,0,0,0,3.383488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744915,0,0,0,3.441416,0,0,0,0,2.144759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.696364,0,0,2
0,0,0,1.109275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.562658,0,0,0,1.072543,0,0,0,0,0,0,0,0,0,0,1.752491,5.326026,0,0,0,1.440113,0,0,0,1.078102,0,0,0,0,0,2.135322,0,0,0,0,0,0,0,0,0,0,0,0,0,1.948796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.559033,0,0,0,0,0,0,0,0,0,3.510019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837736,0,2.201676,1.95217,0,0,0,0,0,1.893377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.072254,2.176348,0,0,0,0,0,0,0,1.551283,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.463591,2.432725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.830384,0,0,0,0,1.409951,0,0,0,1.476917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.053836,2.632722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.200546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192189,0,0,0,0,0,4.182414,0,3.242998,0,0,0,0,0,0,3.122444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.820721,0,0,0,0,0,0,0,2
0,0,0,1.102583,0,0,0,0,3.908643,1.014197,0,0,0,0,1.535519,0,0,0,0,0,0,3.483839,0,0,0,0,0,0,0,0,0,0,0,0.79189,0,0,0,0,0,0,0,0,0.97335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.969259,0,0.763422,0,0,0,0,0,0,0,0,0,0,0,0,0.667809,0,0,1.005863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769856,0,0,3
0,0,0,0,0,0,0,0,0,3.349955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.200021,0,0,0,0,0,0,0,0,0,0,0,0,0,3.250334,0,0,0,0,0,0,0,0,2.968603,0,0,0,0,0,3.337643,0,0,0,0,0,0,0,0,0,0,0,2
0,0,1.044127,0,1.031553,1.796309,0,2.540999,0,0,1.716754,0.603639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.163729,0,0,0,1.087093,1.632128,0,0,2.144023,0,0,0,1.463487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.984369,0,0,0,0,1.354536,0,0,0,2.04445,0,0,0,0,0,0,0,0,1.453025,0,0,0,0,0,0,0,1.955494,1.010903,0,0,0,0,0,0,0.890723,0,1.965036,0,0,0,0,0,0,0,0
0,0,0,2.856432,0,0,0,0,0,0,0,0,0,0,0,0,5.121476,0,4.194133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,3.620349,0,0,0,0,0,3.330132,0,1.443825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.500468,0,0,0,3.666723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.174759,0,2.230757,0,0,0,0,0,0,0,0,0,0,0,1.631948,0,0,0,0,0,0,1.26044,0,0,0,0,0,0,0,0,0,0,0,4.842688,0,0,0,1.692404,0,0,0,0,2.321356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.513384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,4.016057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.648702,2.943833,0.579487,0.840047,0.572508,0,0,0,1.15203,0,0.952793,0.335017,0,0,0,0,1.506172,0,0,0,0,3.081548,0,0,0,0,0,0,0,0,0,0,0,0.603333,0,0.664591,0,0.750759,0,0,0,0,0.741585,0,0,0,0,0,0,0,0,0,1.32715,0,0,0,1.101318,0,0,2.716414,0,0.675267,0,0,0,1.798398,0,0,0,0,0,0,0,0,0.806424,0.896465,0,0.766356,0,0,0,0,0,0.561048,0,0,0,0,0,1.304241,0.494348,0,0,0,2.608333,0,0,0.586545,0,0,3
0,0,0,2.426951,0,1.966071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.911294,1.510142,0,0,0,0,1.411808,0,0,0,0,0,0,0,1.478534,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17261,0,0,0,0,0,0,0,0,0,0.729811,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0.589623,0,0,0,0,0,0,0,0,0,2.335756,0,0,0,0,0,0,0,0,0,0,0,1.061852,1.2634,0,2.941328,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44545,3.861035,0,0,0,0,0,0,2.322151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.147542,0,0,0,0,0,1.977068,0,0,0,0,0,0
0.723288,0,0.646115,1.484528,0.638334,0,0,0,0,0,1.062342,0,0,0,2.067437,0,0,0,0,0,0,2.345337,0,0,0,0,0,0,0,0,0,3.668348,0,0,1.009975,0.741004,0,0,0,0,0,0,0,0,2.067437,0.948631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162458,0,0,0,0,0,0,0,0,0,0,0,0,0.899144,0.999538,1.346051,0,0,0,0,0,1.917925,0.625555,0,0,0,0,0,0,0.551187,0,1.927285,0,1.252508,0,1.506262,0.653985,0,0,3
0,1.928652,0,0,0,0.758282,0,0,0,0.587725,0,0,0,0,0.889829,0,1.145603,0,0,0,0,0,1.732956,0,0,0,0,0,0,0,0,0,0,0,0.890488,0,0,0.571032,0,0,1.241461,0,0,0,0,0,3.09025,2.034567,0,0,0,0,0,3.0678,0,1.430145,0,1.314738,0,0,0.923142,0,1.803337,0,0,0,0,0,1.059307,0.953689,0,0,0,0.90382,0,0,0,0,0,0,1.065927,0,0,0,1.952514,0,0,0,0,0,0,0,0,0,0,0,0,0.892259,0,0,2
0,0,0,0,0,1.247716,0,0,0,0.967072,2.768799,0.419287,0,0,0,0,0,0,0,0,0,0,0,0,1.764977,0,0,0,0,0,0,0,0,0,0,0.831761,0,0,0,0,2.042763,0,0,0,0,0,3.117763,1.44181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576886,0,0,0,1.420074,0,1.276888,1.743037,1.569248,0,0,0,0,0.636779,1.121961,0,0,0,0,0,0,0,0.702173,0,0,0,0,0,1.632308,0.618696,0,0,0,0,0,2.679771,0,0,0,2
