x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,y
0,0,0,1.34999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997709,0,0,0,0,0,0,2.926471,0,2.256753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666167,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.568735,0,0,0,0,0,0,0,3.107805,0,0,0,2.670542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.816915,1.0927,0.465636,0,0,0,0,0,0,1.365797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253531,0,1.867577,0,1.494916,1.232479,1.334038,0,1.442623,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757721,0,0,0,1.092239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224586,0,0,0,0,3.540517,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1.170676,0,0,0,1.405738,0,0,0,0,0,0,0,1.635795,1.282212,0,0,0,0.976485,0,0,1.253657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.301217,1.576109,0,0,0,1.131285,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.47536,0,0,0.294383,0.402631,0,0,0,0.384402,0.299507,0.873,0.785242,0.288434,0,1.561845,0,0,0,0,0.851222,0,0,0.703086,0.435127,0.305871,0,0.904805,0.810679,0,0,0,0,0,0,0.691964,0,1.14118,1.349086,0.824847,0,0,1.863289,0.473479,0,0,0.697154,1.037418,1.144935,0.347361,0,0,0,0,0.670581,0,0.488861,2
0,0,0,0,0,0,0,0,0,2.98766,0,0,0,0,0,0,0,0,0,0,0,0,3.213263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2.793339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.085081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.664746,0,0,0,0,0,3
0,0,1.729914,1.2527,0,0,1.377542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864844,0.737077,0,0,0,0,0,0,0,0,2.64248,0,0.928899,0,0,0,0,0,0,0,1.271207,0,0,0,0,0.857455,0,0,0,0,0,0,1.141799,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.426229,0,2.356895,0,0,0,0,0,0,0,0,2.178313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.750597,0,0,0,0,0,1
0.955153,0,2.111521,0.964715,0,0,0,1.345295,0,0,0,2.573296,0,0,0,0,0,0,0,0,1.365508,0,0,0,0,0,0,1.628919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.57764,0,0,0,0,0,0,0,1.207466,0,0,0,0,0,0,0,0,0,0,0,0,2.743979,2.494159,0,0,0,0,0,0,0,0,0,0,0,1.086783,0,0,0,0,0,0,0,0,0,0,0,0,1.590027,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.838048,0,3.278725,0,0,2.263342,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07543,0,2.932836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.081087,0,0,0,3
0.900553,0,0,2.28493,0,0,0,2.010353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672215,0,0,2.95396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.097404,0,0,0,3.763655,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.974981,0,0,0.379131,0,0,0.83302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.895368,0,0,1.086204,0,0,0,2
3.057441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.654948,0,0,0,0,0,0,0,0,2
0,0,0,0.964173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05503,0.712572,0,0,0,0,0,0,0,1.940834,2.554627,0,0,2.361868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910671,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.234676,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,2
0,0,0,1.855348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.957389,1.457766,1.131025,1.834556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285183,0,0,0,0,0,1.885709,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.14795,0,0,0,0,0,0,0,0,0,2.347039,0,0,0,0,0,0,0,0,0,0,0,2.945826,0.856885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735698,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.560774,0,0,0,0,0,3.256334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88564,1.629666,0,0,0,0,0,0,0,0,3
0.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.157063,0,0,0,0,0,0,3.211955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.712306,0,0,0,0,3
0,0,0,0,0,0,0,0,0,4.033498,0,0,0,0,0,0,0,0,0,0,0,0,1.726867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.641942,0,0,3.401445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.258281,0,0,0,0,0,0,0,0,0,0,0,1.343944,0,1.263297,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871356,0,0,0,0,0,0,2.064891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.097226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.853935,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928168,1.253778,0,0,0,0,0,0,0,0,3.562121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586368,0,1.269821,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,2.157826,0,0,0,0,0,0,0,0,0,0.654824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.190632,0,0,2.305543,0,0,0,2.726358,0,0,2
0,0,0,0,0,0,0,0,0,1.848443,0,0,0,0,0,0,0,0,0,0,0,2.085622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.143776,0,0,0,0,0,2.624659,0,2
1.025389,0,0,1.641472,0,0,0,0,0,0,1.322717,0,0,0,0,0,0,0,0,0,0,1.884332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.665722,0,0,0,0,0,0,0,0,0,0,0,0,2.725877,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,3
0,0,0,0,0,0,0,2.347274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149819,0,0,0,0,0,0,2.905032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152151,0,1.628721,0,0,0,0,0,0,3
0.930485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648822,0.438217,0,0,0,1.00119,0,0,0,0,0,0,0,2.30216,0,0,0,0,0,0,0,0,0,0,1.179719,0,0,0,0,0,1.989897,0,0,2.473585,2
0,0,0,0,0,0,0,0,0,1.324202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961907,0,0,0,0,0,0,1.780141,0,3.448516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.229323,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.576279,0,0,0,0,0,0,4.094694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.586728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.548054,0,0,1.936056,2.548054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.292935,0,0,0,0,0,0,0,2
0,0,0,2.285659,0,0,0,0,0,0,0,0,0,0,0,0,0,2.809203,0,0,0,0,0,0,1.498364,0,0,0,0,0,1.972364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,1.276821,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10216,1.264248,1.103622,0,1.164319,0.938064,0.975423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.306447,0,0,1.370682,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,1.537355,0,0,0,0,0,0,0,0,0,0,2.763603,1.317137,0,0,0,0,1.28234,0,0,0,2.423008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,1.826249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.253248,0,2.118036,0,1.695399,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.373337,0.87373,1.180243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.390689,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,1.570665,0,0,0,0,0,0,0,0,2.322122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375194,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.760913,0,0,0,0,0,1.047455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.245207,0,1
0,0,0,1.796799,0,0,0,0,0,0,0,0,0,0,1.738605,0,0,0,0,0,0,0,0,0.52861,0,0,0,0,0,0,3.101025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.070747,1.399164,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,1.541722,0,0,0,0,0,0,2.87067,0,0,0,0,0,0,0,1.676308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413196,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654501,1.241,0,0,0,0,0,0,0,0,3.169592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.790837,0,2.007314,0,0,0,3
0,0,1.165349,1.337511,0,1.286859,2.331171,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194466,0,0,0.913654,1.75361,0,0.864568,0.899001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797048,0,0,0,1.219101,0,1
1.274142,0,1.408348,0,1.394849,0,0,1.422169,0,2.409217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,0,0,0,0,1.70485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,3
1.131411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25042,0,0,0,0,0,0,0,0,0,0,0,0,0,2.716141,0,0,0,0,0,0,0,0,0,2.273573,1.964937,0,0,0,0,0,0,0,0,3
0.426901,0,0,0,0.934688,0,1.887852,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533157,0,0,0,0,0,0,0,2.623474,0,0,0,1.14242,0,0,0,0,0,0,0,0,0,0,1.645242,0,0,0.857859,0,0.806381,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820688,0,0,0,1.875016,0,0,0,0,0,0,3.278556,0,0,0,0,0,0,0,0,0,0,0,0,0,2.076783,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.542227,0,0,0,0,0,2
0,0,0,2.153911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.923552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3033,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178853,0,0,0,0,0,0,0,0,4.226284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,3.726449,0,0,0,0,0,0,0,0,0,1.232975,0,0,0,0,0,0,0,0,0,0,1.960745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504515,0,0,0,0,0,0,2.206514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75023,1.903618,0,0,0,0,0,2.33063,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422803,2.000304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6367,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.606307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.357969,0,3.333307,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,2.129932,2.806628,0,0,0,0,0,0,0,0,0,0,0,0.77762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49654,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
